name,birth,start_year,end_year,career,games,완투,완봉,승,패,세,홀,타자,이닝,피안타,피홈런,볼넷,사구,탈삼진,실점,자책점,winning_rate,birth_month
김혁섭,1974-05-05T00:00:00Z,1999,2001,2,25,0,0,1,2,0,0,193,42.666666666666664,40,2,25,3,25,24,23,0.333,5
박노식,1974-05-08T00:00:00Z,1999,1999,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,5
장성진,1975-04-07T00:00:00Z,1999,2002,4,134,0,0,3,2,1,9,659,154,170,14,41,12,81,70,62,0.6,4
김상태,1976-04-19T00:00:00Z,1999,2001,2,46,0,0,9,18,0,0,807,169.33333333333334,202,14,115,5,123,133,113,0.333,4
박장희,1976-04-23T00:00:00Z,1999,2002,4,123,0,0,19,15,5,1,1472,333,384,36,96,33,185,200,180,0.559,4
오창선,1976-06-02T00:00:00Z,1999,2000,2,7,0,0,0,0,1,0,67,14.333333333333334,20,5,4,1,8,14,14,0,6
정원욱,1976-06-17T00:00:00Z,1999,2002,4,71,0,0,5,4,4,1,472,112.33333333333333,115,18,41,4,96,65,63,0.556,6
윤근주,1976-06-30T00:00:00Z,1999,2001,3,17,0,0,0,2,0,0,143,31,34,4,20,2,11,29,29,0,6
이준호,1976-10-08T00:00:00Z,1999,2002,3,35,0,0,4,1,1,0,242,52.666666666666664,69,10,14,7,35,40,37,0.8,10
황두성,1976-11-16T00:00:00Z,1999,2009,11,243,0,0,36,33,19,16,2397,563.6666666666666,479,58,233,18,531,270,247,0.522,11
라형진,1977-02-05T00:00:00Z,1999,2005,6,159,0,0,7,9,3,7,1324,290,313,45,157,27,185,194,184,0.438,2
이동은,1977-02-07T00:00:00Z,1999,2001,3,51,0,0,0,1,0,1,202,40.666666666666664,62,10,20,1,29,40,39,0,2
문남열,1978-10-17T00:00:00Z,1999,2003,3,37,0,0,2,1,0,0,350,72.33333333333333,98,14,44,3,48,59,55,0.667,10
정명수,1979-01-12T00:00:00Z,1999,1999,1,1,0,0,0,0,0,0,7,1,3,1,1,0,0,4,4,0,1
이경수,1979-06-23T00:00:00Z,1999,2000,2,10,0,0,0,0,0,0,54,9.666666666666666,19,2,9,0,5,14,14,0,6
구자운,1980-06-19T00:00:00Z,1999,2010,8,214,0,0,31,32,55,13,2026,474.3333333333333,440,39,188,24,380,215,193,0.492,6
김장백,1975-09-23T00:00:00Z,2000,2003,4,49,0,0,2,9,2,0,564,119.66666666666667,156,12,53,15,83,90,80,0.182,9
전영삼,1975-11-19T00:00:00Z,2000,2000,1,2,0,0,0,0,0,0,16,3.6666666666666665,4,0,1,0,2,0,0,0,11
장재혁,1976-03-16T00:00:00Z,2000,2002,2,24,0,0,0,2,0,1,176,38.33333333333333,43,5,16,3,33,26,22,0,3
최영완,1976-05-03T00:00:00Z,2000,2002,3,38,0,0,2,1,0,3,153,29.333333333333332,34,3,24,5,27,27,23,0.667,5
박승민,1977-03-18T00:00:00Z,2000,2012,10,264,0,0,17,18,44,29,1086,262,208,18,89,30,216,97,91,0.486,3
김병준,1977-04-01T00:00:00Z,2000,2002,3,56,0,0,2,2,1,0,457,96.66666666666666,114,15,54,9,63,66,53,0.5,4
신철인,1977-05-22T00:00:00Z,2000,2009,9,335,0,0,22,20,23,48,2001,469,409,38,197,24,499,203,185,0.524,5
박찬협,1977-05-28T00:00:00Z,2000,2001,2,2,0,0,0,1,0,0,23,5.333333333333333,4,0,3,0,4,1,1,0,5
경헌호,1977-07-25T00:00:00Z,2000,2011,12,337,1,0,19,20,18,30,2235,519,515,48,186,28,394,260,232,0.487,7
윤형진,1977-09-13T00:00:00Z,2000,2007,7,87,0,0,7,14,1,3,944,204,244,28,86,19,143,155,138,0.333,9
정진용,1977-12-01T00:00:00Z,2000,2001,2,39,0,0,1,7,0,1,469,104.33333333333333,116,12,53,5,60,69,63,0.125,12
전하진,1979-02-11T00:00:00Z,2000,2000,1,7,0,0,0,0,0,0,54,11.666666666666666,14,2,5,1,8,8,7,0,2
박영진,1979-03-19T00:00:00Z,2000,2000,1,20,0,0,1,2,1,3,166,39.333333333333336,43,3,15,2,19,16,15,0.333,3
김성준,1979-06-20T00:00:00Z,2000,2000,1,2,0,0,0,0,0,0,17,3.3333333333333335,5,2,2,0,3,3,3,0,6
장준관,1981-04-14T00:00:00Z,2000,2007,6,67,0,0,3,2,0,3,381,80.33333333333333,96,9,45,10,50,52,44,0.6,4
강민영,1981-07-04T00:00:00Z,2000,2002,3,54,0,0,0,7,0,1,420,89.33333333333333,102,19,47,10,86,71,66,0,7
허진석,1981-07-19T00:00:00Z,2000,2003,3,19,0,0,0,0,0,0,112,23,26,8,17,4,8,21,20,0,7
조규수,1981-09-15T00:00:00Z,2000,2010,7,156,3,2,28,42,8,3,2603,583.6666666666666,633,88,261,32,388,364,341,0.4,9
배홍철,1982-02-24T00:00:00Z,2000,2000,1,7,0,0,0,0,0,0,64,12.666666666666666,16,1,6,5,6,10,8,0,2
박재형,1977-04-09T00:00:00Z,2001,2001,1,2,0,0,0,0,0,0,23,4.666666666666667,7,2,2,0,3,5,4,0,4
박효순,1977-04-27T00:00:00Z,2001,2001,1,1,0,0,0,0,0,0,4,0,3,0,1,0,0,4,3,0,4
이성수,1978-03-08T00:00:00Z,2001,2001,1,7,0,0,0,0,0,0,10,0.666666666666,3,0,5,0,0,2,1,0,3
고상천,1978-06-10T00:00:00Z,2001,2004,4,15,0,0,0,0,0,0,49,7.999999999999667,7,0,15,2,6,11,10,0,6
이근용,1978-06-16T00:00:00Z,2001,2001,1,2,0,0,0,0,0,0,13,3.6666666666666665,2,0,0,1,2,0,0,0,6
김덕용,1978-08-16T00:00:00Z,2001,2001,1,3,0,0,0,0,0,0,10,1.3333333333333333,3,0,2,0,3,6,1,0,8
지승민,1978-09-12T00:00:00Z,2001,2010,7,173,1,0,4,4,3,29,796,174.33333333333334,188,37,100,8,135,111,110,0.5,9
김장현,1978-10-16T00:00:00Z,2001,2004,4,124,1,0,12,32,1,1,1663,379,428,50,130,16,191,258,240,0.273,10
장인규,1978-10-31T00:00:00Z,2001,2006,3,4,0,0,0,0,0,0,13,2.6666666666656664,1,0,4,1,1,1,1,0,10
최경훈,1979-01-22T00:00:00Z,2001,2002,2,25,0,0,2,2,0,2,187,37.66666666666667,40,4,33,4,25,23,20,0.5,1
이대일,1980-08-01T00:00:00Z,2001,2002,2,3,0,0,0,0,0,0,20,4.333333333333334,6,0,2,0,1,2,2,0,8
김덕윤,1982-04-21T00:00:00Z,2001,2008,6,113,0,0,7,0,0,3,612,143.33333333333334,138,19,54,8,97,77,71,1,4
박정근,1982-04-23T00:00:00Z,2001,2006,3,16,0,0,0,0,1,0,108,23,17,3,22,2,10,14,14,0,4
박용진,1982-04-24T00:00:00Z,2001,2003,2,4,0,0,0,0,0,0,30,4.999999999999667,11,0,3,0,3,7,4,0,4
이정호,1982-04-27T00:00:00Z,2001,2010,6,35,0,0,1,0,1,1,226,46,50,6,39,7,35,33,31,1,4
김주철,1982-05-05T00:00:00Z,2001,2005,5,41,0,0,2,6,0,0,379,80.66666666666667,100,20,48,6,52,69,64,0.25,5
정원,1982-06-01T00:00:00Z,2001,2007,6,110,0,0,6,2,0,6,584,131,151,16,49,8,79,75,64,0.75,6
오승준,1982-08-06T00:00:00Z,2001,2004,3,23,0,0,1,2,0,0,168,35.333333333333336,30,6,30,3,20,29,25,0.333,8
김태구,1982-09-27T00:00:00Z,2001,2004,3,21,0,0,0,0,0,0,145,32.66666666666667,45,2,12,1,7,24,24,0,9
김백만,1982-10-12T00:00:00Z,2001,2009,6,78,1,0,4,7,0,5,666,151.33333333333334,169,28,45,8,106,102,96,0.364,10
신원주,1976-10-14T00:00:00Z,2002,2002,1,2,0,0,0,0,0,0,8,2,2,0,0,0,1,2,1,0,10
김풍철,1976-10-20T00:00:00Z,2002,2002,1,25,0,0,1,3,1,0,219,54,49,6,16,3,44,24,22,0.25,10
조용준,1979-03-17T00:00:00Z,2002,2009,5,234,0,0,23,17,116,5,1249,299,257,18,103,13,278,102,86,0.575,3
변인재,1979-06-11T00:00:00Z,2002,2003,2,31,0,0,0,3,1,1,214,49,54,6,15,5,22,33,27,0,6
최환인,1979-06-15T00:00:00Z,2002,2002,1,1,0,0,0,0,0,0,6,1.6666666666666665,1,1,0,0,0,1,1,0,6
서승화,1979-07-13T00:00:00Z,2002,2010,7,147,1,0,2,23,1,17,1226,259,283,30,166,24,194,192,180,0.08,7
강철민,1979-07-22T00:00:00Z,2002,2010,6,120,3,0,25,36,1,2,2128,476,502,60,223,37,286,277,257,0.41,7
권오원,1979-08-16T00:00:00Z,2002,2009,5,72,0,0,6,4,0,7,390,88.33333333333333,93,7,43,1,51,48,40,0.6,8
이명호,1981-02-10T00:00:00Z,2002,2003,2,32,0,0,0,0,0,1,92,19.666666666666664,21,2,13,2,12,9,9,0,2
이윤학,1982-02-25T00:00:00Z,2002,2008,2,6,0,0,0,0,0,0,27,5.333333333333334,4,0,6,1,4,4,4,0,2
김제빈,1982-03-31T00:00:00Z,2002,2002,1,17,0,0,0,0,1,2,101,22,25,2,14,2,10,18,16,0,3
유혜정,1982-06-20T00:00:00Z,2002,2004,3,11,0,0,0,2,0,0,101,21.666666666666664,24,6,13,1,17,18,17,0,6
조형식,1982-07-09T00:00:00Z,2002,2006,3,25,0,0,0,1,0,0,121,27,29,4,15,1,24,14,13,0,7
조진호,1975-08-16T00:00:00Z,2003,2009,3,34,0,0,5,9,0,1,532,118.66666666666667,153,14,33,4,39,83,79,0.357,8
이준,1977-07-17T00:00:00Z,2003,2003,1,1,0,0,0,0,0,0,7,1.6666666666666665,3,0,0,0,1,1,1,0,7
박만채,1978-08-02T00:00:00Z,2003,2006,4,32,0,0,3,1,1,0,307,69,83,7,23,7,44,37,32,0.75,8
임동규,1979-06-03T00:00:00Z,2003,2007,4,87,0,0,13,11,0,3,1170,270,281,38,90,14,136,138,124,0.542,6
김광우,1979-09-12T00:00:00Z,2003,2005,3,61,0,0,0,1,0,5,154,32.666666666666664,33,4,30,1,25,17,15,0,9
김문수,1979-09-30T00:00:00Z,2003,2008,4,22,0,0,1,1,0,0,103,21.666666666666,28,3,6,5,9,20,13,0.5,9
김주용,1980-01-17T00:00:00Z,2003,2003,1,3,0,0,0,0,0,0,33,6.333333333333333,9,0,3,1,2,5,5,0,1
신동민,1980-03-14T00:00:00Z,2003,2004,2,10,0,0,2,1,0,0,65,14,18,4,5,2,12,12,10,0.667,3
이석만,1980-05-08T00:00:00Z,2003,2005,2,8,0,0,0,0,0,0,40,9.666666666666668,8,0,4,1,8,4,4,0,5
문용민,1980-12-06T00:00:00Z,2003,2008,3,59,0,0,1,1,0,4,133,30.333333333332668,28,4,17,1,16,14,13,0.5,12
양성제,1980-12-16T00:00:00Z,2003,2004,2,52,0,0,1,7,0,6,482,104.66666666666666,133,12,38,10,47,71,58,0.125,12
김장준,1982-05-11T00:00:00Z,2003,2005,2,12,0,0,0,0,0,1,104,22,28,3,11,4,16,16,16,0,5
정병희,1983-05-25T00:00:00Z,2003,2006,4,103,0,0,7,10,2,12,681,149,170,25,66,15,116,106,101,0.412,5
신주영,1984-02-15T00:00:00Z,2003,2012,6,85,0,0,5,3,2,3,434,96.66666666666667,112,12,32,8,53,59,54,0.625,2
김휘곤,1984-07-28T00:00:00Z,2003,2008,2,2,0,0,0,1,0,0,19,4.333333333333,8,0,2,0,1,4,4,0,7
이경민,1984-07-31T00:00:00Z,2003,2003,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,7
고우석,1984-11-03T00:00:00Z,2003,2012,7,86,0,0,4,7,1,2,607,132.66666666666666,145,16,68,20,105,90,85,0.364,11
손용수,1979-06-16T00:00:00Z,2004,2004,1,1,0,0,0,0,0,0,8,2,0,0,2,1,0,0,0,0,6
이동현,1979-11-15T00:00:00Z,2004,2010,6,104,0,0,8,16,0,2,880,188.66666666666666,203,21,119,14,135,133,116,0.333,11
김수훈,1980-07-10T00:00:00Z,2004,2004,1,1,0,0,0,0,0,0,7,1,4,1,0,0,0,3,3,0,7
박강우,1980-07-19T00:00:00Z,2004,2004,1,1,0,0,0,0,0,0,6,1,2,0,1,1,0,1,1,0,7
윤경영,1980-08-12T00:00:00Z,2004,2010,3,10,0,0,0,1,0,0,72,13.666666666666666,20,2,11,2,8,18,18,0,8
이상화,1980-09-15T00:00:00Z,2004,2011,6,103,0,0,6,10,1,1,933,208.33333333333334,220,29,89,17,100,129,114,0.375,9
민경수,1981-05-19T00:00:00Z,2004,2010,5,148,0,0,0,4,0,21,289,64,69,3,34,3,49,32,30,0,5
김종민,1981-06-30T00:00:00Z,2004,2006,3,3,0,0,0,0,0,0,11,1.333333333333,6,2,1,0,0,5,4,0,6
송현우,1981-09-16T00:00:00Z,2004,2008,5,70,0,0,1,1,0,3,405,86,96,7,54,9,46,58,53,0.5,9
유영민,1982-03-01T00:00:00Z,2004,2004,1,2,0,0,0,0,0,0,8,2,2,0,0,0,1,2,2,0,3
박창근,1983-02-25T00:00:00Z,2004,2004,1,14,0,0,0,1,0,0,107,24.333333333333332,31,4,4,1,12,18,17,0,2
이경민,1985-03-07T00:00:00Z,2004,2005,2,3,0,0,0,0,0,0,31,7.666666666666666,7,1,4,0,5,3,3,0,3
정우람,1985-06-01T00:00:00Z,2004,2012,9,531,0,0,30,16,46,117,2039,498.3333333333333,371,32,204,21,445,170,155,0.652,6
이원희,1985-07-15T00:00:00Z,2004,2007,4,51,0,0,3,3,0,2,285,64,70,8,30,5,41,31,30,0.5,7
박권수,1985-08-12T00:00:00Z,2004,2004,1,1,0,0,0,0,0,0,2,0.666666666666,0,0,0,0,0,0,0,0,8
김무학,1985-09-04T00:00:00Z,2004,2004,1,1,0,0,0,0,0,0,10,2,3,0,1,1,0,2,2,0,9
조성민,1973-04-05T00:00:00Z,2005,2007,3,35,0,0,3,4,0,4,331,69,83,5,34,11,30,44,39,0.429,4
손기현,1981-03-03T00:00:00Z,2005,2005,1,4,0,0,0,0,0,0,14,3,2,1,1,2,3,2,2,0,3
최혁길,1981-03-25T00:00:00Z,2005,2005,1,4,0,0,0,0,0,0,19,3,7,0,3,0,5,7,7,0,3
이상현,1981-04-05T00:00:00Z,2005,2005,1,11,0,0,0,0,0,0,76,16.333333333333332,17,2,8,3,14,9,8,0,4
이상우,1981-08-13T00:00:00Z,2005,2005,1,1,0,0,0,0,0,0,4,0,3,1,0,1,0,3,3,0,8
서민욱,1982-01-09T00:00:00Z,2005,2007,3,26,0,0,0,1,1,1,130,31.333333333332668,29,2,10,1,19,10,10,0,1
홍성수,1982-02-05T00:00:00Z,2005,2005,1,1,0,0,0,0,0,0,1,0.333333333333,0,0,0,0,1,0,0,0,2
손상정,1982-04-07T00:00:00Z,2005,2005,1,6,0,0,0,0,0,0,25,6.333333333333333,5,0,2,0,2,2,2,0,4
오승환,1982-07-15T00:00:00Z,2005,2013,9,444,0,0,28,13,277,11,1932,510.3333333333333,298,32,120,9,625,102,96,0.683,7
차정민,1982-11-23T00:00:00Z,2005,2011,5,69,0,0,4,3,0,5,362,80.33333333333333,85,14,34,11,56,46,41,0.571,11
강관식,1984-04-12T00:00:00Z,2005,2005,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
최혁권,1985-01-16T00:00:00Z,2005,2005,1,3,0,0,0,0,0,0,12,2.3333333333333335,3,0,1,1,1,1,1,0,1
장찬,1985-06-12T00:00:00Z,2005,2006,2,10,0,0,1,0,0,0,51,12.333333333333334,11,2,5,2,9,7,7,1,6
김수화,1986-01-12T00:00:00Z,2005,2006,2,23,1,0,1,10,0,0,306,64.33333333333333,80,9,37,1,26,56,53,0.091,1
이보근,1986-04-30T00:00:00Z,2005,2013,9,265,0,0,17,21,9,14,1793,412.33333333333337,406,29,199,21,237,218,197,0.447,4
이왕기,1986-05-28T00:00:00Z,2005,2007,3,104,0,0,5,6,6,8,553,130,111,12,56,20,116,61,57,0.455,5
윤석민,1986-07-24T00:00:00Z,2005,2013,9,303,11,6,73,59,44,12,4680,1129,1008,75,345,55,949,448,400,0.553,7
김명제,1987-01-05T00:00:00Z,2005,2009,5,137,0,0,22,29,1,7,2082,479,472,54,185,39,268,277,256,0.431,1
정재훈,1981-05-06T00:00:00Z,2006,2007,2,33,0,0,1,1,2,0,151,35,37,4,11,3,12,20,19,0.5,5
강유삼,1981-07-25T00:00:00Z,2006,2006,1,1,0,0,0,0,0,0,23,4,10,1,0,0,1,5,2,0,7
백준영,1982-05-18T00:00:00Z,2006,2008,2,4,0,0,0,0,0,0,13,3.6666666666666665,3,0,0,0,1,0,0,0,5
이대현,1982-06-09T00:00:00Z,2006,2006,1,4,0,0,0,0,0,0,25,5.333333333333333,4,1,3,1,3,4,4,0,6
여승현,1982-06-11T00:00:00Z,2006,2006,1,2,0,0,0,0,0,0,10,2,1,0,2,0,1,0,0,0,6
장태종,1983-03-08T00:00:00Z,2006,2008,2,9,0,0,0,0,0,0,80,14.333333333333332,24,3,11,1,6,20,20,0,3
정홍준,1983-05-25T00:00:00Z,2006,2009,3,27,0,0,2,1,0,0,249,56.66666666666667,51,4,33,4,42,23,23,0.667,5
김정환,1984-01-21T00:00:00Z,2006,2007,2,9,0,0,0,0,0,0,70,14.666666666666668,23,0,3,1,5,11,10,0,1
임재청,1984-02-21T00:00:00Z,2006,2006,1,8,0,0,0,0,0,2,21,4.333333333333333,6,2,2,1,5,4,4,0,2
김태환,1985-03-30T00:00:00Z,2006,2006,1,3,0,0,0,0,0,0,9,2.3333333333333335,2,0,0,0,0,0,0,0,3
채형직,1986-02-26T00:00:00Z,2006,2006,1,26,0,0,1,1,0,1,134,30.666666666666668,32,4,19,0,19,17,17,0.5,2
김유신,1986-05-01T00:00:00Z,2006,2009,4,5,0,0,0,1,0,0,56,11.666666666666,15,4,8,0,7,8,8,0,5
류현진,1987-03-25T00:00:00Z,2006,2012,7,190,27,8,98,52,1,0,5154,1269,1081,92,383,23,1238,431,395,0.653,3
손영민,1987-04-28T00:00:00Z,2006,2012,7,313,0,0,27,18,9,48,1697,404,362,25,127,54,300,175,161,0.6,4
이승학,1979-06-02T00:00:00Z,2007,2008,2,49,0,0,13,6,0,4,524,122,128,9,36,7,63,49,48,0.684,6
박정규,1983-04-17T00:00:00Z,2007,2009,3,26,0,0,1,0,0,1,72,15.666666666666668,16,1,10,0,13,9,9,1,4
김경선,1983-08-20T00:00:00Z,2007,2008,2,13,0,0,0,1,0,1,118,26,31,2,10,2,13,17,17,0,8
조순권,1983-10-28T00:00:00Z,2007,2008,2,13,0,0,1,0,1,0,53,11.666666666666666,17,2,2,1,6,8,8,1,10
김이슬,1984-06-15T00:00:00Z,2007,2009,3,34,0,0,0,0,0,4,100,21.333333333333332,25,4,8,4,10,17,15,0,6
오준형,1984-07-21T00:00:00Z,2007,2013,5,54,0,0,4,4,0,0,490,102,141,13,39,9,52,75,68,0.5,7
오성민,1985-11-06T00:00:00Z,2007,2011,2,4,0,0,0,0,0,0,29,5.666666666666666,7,0,6,0,4,4,4,0,11
권덕준,1987-01-20T00:00:00Z,2007,2007,1,1,0,0,0,0,0,0,7,1.6666666666666665,0,0,2,0,1,0,0,0,1
박민주,1987-07-23T00:00:00Z,2007,2007,1,1,0,0,0,0,0,0,1,0.333333333333,0,0,0,0,0,0,0,0,7
조용훈,1987-10-29T00:00:00Z,2007,2009,3,150,0,0,6,13,10,22,689,161.66666666666666,144,9,59,19,110,73,63,0.316,10
최유건,1988-08-02T00:00:00Z,2007,2008,2,2,0,0,0,0,0,0,12,1.666666666666,4,0,3,0,0,3,3,0,8
이원재,1988-12-01T00:00:00Z,2007,2012,4,24,0,0,1,4,0,0,258,54,71,4,28,4,29,48,47,0.2,12
김일엽,1980-02-15T00:00:00Z,2008,2013,6,117,0,0,5,7,4,9,812,179.33333333333266,201,32,78,18,101,115,108,0.417,2
곽동훈,1981-07-13T00:00:00Z,2008,2011,3,11,0,0,0,0,0,0,81,17.333333333333332,22,4,11,0,3,19,18,0,7
임성헌,1985-06-22T00:00:00Z,2008,2010,3,25,0,0,1,1,0,0,124,27.999999999999666,31,6,13,0,17,14,13,0.5,6
양승진,1987-04-19T00:00:00Z,2008,2012,5,27,0,0,1,5,0,0,272,51.33333333333267,70,10,43,6,41,56,52,0.167,4
김성현,1989-01-03T00:00:00Z,2008,2011,4,98,0,0,13,25,1,0,1374,311.33333333333337,320,30,171,7,206,199,188,0.342,1
양지훈,1985-04-15T00:00:00Z,2009,2009,1,7,0,0,0,0,0,0,25,5,7,1,4,0,2,6,6,0,4
이정동,1985-07-17T00:00:00Z,2009,2009,1,4,0,0,0,0,0,1,19,3.6666666666666665,7,0,2,0,2,1,1,0,7
지훈,1986-02-22T00:00:00Z,2009,2009,1,1,0,0,0,0,0,0,17,3.6666666666666665,6,0,0,0,0,3,3,0,2
박현준,1986-09-22T00:00:00Z,2009,2011,3,63,0,0,15,14,0,0,1058,238.33333333333331,234,23,105,22,190,147,129,0.517,9
김주,1989-03-02T00:00:00Z,2009,2009,1,3,0,0,0,0,0,0,14,2.6666666666666665,5,1,1,0,1,3,3,0,3
정성철,1990-04-21T00:00:00Z,2009,2009,1,11,0,0,0,1,0,0,61,11.333333333333334,13,3,11,3,7,10,10,0,4
조승수,1990-06-09T00:00:00Z,2009,2011,3,30,0,0,1,2,0,1,218,45.666666666666664,62,9,14,5,28,43,40,0.333,6
최성민,1990-07-31T00:00:00Z,2009,2011,3,33,0,0,4,4,0,1,287,62.33333333333333,50,1,61,7,34,32,29,0.5,7
박건우,1985-04-06T00:00:00Z,2010,2012,3,18,0,0,1,0,1,0,161,35.999999999999666,38,3,20,1,25,23,20,1,4
신해수,1987-11-30T00:00:00Z,2010,2010,1,2,0,0,0,0,0,0,7,2,2,0,0,0,1,0,0,0,11
박시영,1989-03-10T00:00:00Z,2010,2010,1,2,0,0,0,0,0,0,14,2,5,2,3,1,3,5,5,0,3
장민제,1990-03-19T00:00:00Z,2010,2011,2,49,0,0,2,7,0,1,487,104,129,13,54,5,56,70,67,0.222,3
김태훈,1990-05-19T00:00:00Z,2010,2012,3,26,0,0,0,1,0,1,132,26.666666666666664,30,0,22,2,21,19,17,0,5
안영진,1983-09-03T00:00:00Z,2011,2012,2,9,0,0,0,0,0,0,54,11,12,1,8,2,5,12,6,0,9
최진호,1984-08-26T00:00:00Z,2011,2011,1,4,0,0,0,0,0,0,16,2.6666666666666665,4,0,3,1,3,3,3,0,8
이상훈,1985-05-10T00:00:00Z,2011,2011,1,1,0,0,0,0,0,1,2,0.333333333333,0,0,0,1,0,0,0,0,5
이규대,1986-10-20T00:00:00Z,2011,2011,1,2,0,0,0,0,0,0,13,3.3333333333333335,3,0,1,0,0,0,0,0,10
명재철,1989-01-17T00:00:00Z,2011,2013,2,5,0,0,0,0,0,0,26,4.666666666666666,7,0,5,1,1,4,4,0,1
박찬호,1973-06-30T00:00:00Z,2012,2012,1,23,1,0,5,10,0,0,552,121,134,11,52,11,68,76,68,0.333,6
신정익,1987-02-04T00:00:00Z,2012,2013,2,4,0,0,0,0,0,0,22,4.666666666666667,5,2,1,1,0,4,3,0,2
이경우,1987-11-09T00:00:00Z,2012,2012,1,1,0,0,0,0,0,0,21,3.6666666666666665,4,1,4,2,3,6,6,0,11
이희성,1988-03-09T00:00:00Z,2012,2012,1,4,0,0,0,1,0,0,23,5.333333333333333,7,0,1,0,1,5,5,0,3
최성훈,1989-10-11T00:00:00Z,2012,2013,2,41,0,0,5,6,0,2,343,75.33333333333333,89,6,30,5,25,40,37,0.455,10
최우석,1993-02-06T00:00:00Z,2012,2012,1,4,0,0,0,0,0,0,25,5.666666666666667,4,0,3,1,2,3,2,0,2
