name,birth,start_year,end_year,career,games,타수,득점,안타,이루타,삼루타,홈런,타점,도루,도실,볼넷,사구,삼진,병살,실책,batting_average,birth_month
김성호,1981-04-30T00:00:00Z,2005,2005,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
이영수,1981-05-09T00:00:00Z,2005,2010,3,61,107,10,23,6,0,2,15,0,0,16,4,15,6,0,0.215,5
권민성,1981-05-31T00:00:00Z,2005,2005,1,10,13,0,3,2,0,0,3,0,0,0,1,5,0,0,0.231,5
주창훈,1981-12-17T00:00:00Z,2005,2005,1,1,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,12
이동훈,1981-12-25T00:00:00Z,2005,2009,5,21,11,1,2,1,0,0,0,0,0,0,0,3,0,0,0.182,12
황준영,1982-03-11T00:00:00Z,2005,2006,2,19,17,7,4,1,0,1,1,0,0,4,0,3,1,0,0.235,3
임성민,1982-06-18T00:00:00Z,2005,2005,1,47,56,12,13,2,0,1,3,0,0,6,0,14,2,0,0.232,6
백정훈,1982-06-24T00:00:00Z,2005,2005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
송산,1982-07-02T00:00:00Z,2005,2012,5,247,423,37,95,12,0,7,55,5,5,29,5,97,16,16,0.225,7
손승현,1982-07-08T00:00:00Z,2005,2009,4,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
정희상,1982-08-13T00:00:00Z,2005,2010,3,74,132,15,27,5,1,2,9,4,0,12,2,41,4,1,0.205,8
윤승균,1983-01-07T00:00:00Z,2005,2006,2,120,101,34,19,2,0,1,6,40,13,5,1,37,0,3,0.188,1
유덕형,1984-05-26T00:00:00Z,2005,2007,2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
김혜겸,1985-01-05T00:00:00Z,2005,2007,2,9,5,0,2,0,0,0,1,0,0,0,1,1,1,0,0.4,1
오재필,1982-07-27T00:00:00Z,2006,2013,5,162,233,32,49,6,1,3,21,15,5,17,6,95,1,1,0.21,7
이승엽,1982-11-28T00:00:00Z,2006,2006,1,12,11,0,0,0,0,0,1,0,0,1,0,7,0,0,0,11
연경흠,1983-09-14T00:00:00Z,2006,2013,6,345,774,102,180,40,3,26,88,2,1,76,13,183,19,5,0.233,9
추경식,1983-11-19T00:00:00Z,2006,2006,1,13,10,2,1,1,0,0,0,0,0,1,0,4,1,1,0.1,11
송수,1984-03-04T00:00:00Z,2006,2006,1,9,9,0,2,0,0,0,0,0,0,0,1,4,0,1,0.222,3
이호성,1986-08-15T00:00:00Z,2006,2006,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
박가람,1986-11-07T00:00:00Z,2006,2006,1,6,17,2,5,0,0,0,1,1,0,0,1,4,0,1,0.294,11
권윤민,1979-01-22T00:00:00Z,2007,2007,1,11,19,0,5,0,1,0,0,0,0,0,1,4,2,0,0.263,1
권도영,1981-02-11T00:00:00Z,2007,2010,4,166,259,29,62,13,1,1,18,1,2,24,3,59,5,4,0.239,2
김용섭,1983-01-18T00:00:00Z,2007,2011,2,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
박도현,1983-04-12T00:00:00Z,2007,2009,2,14,15,2,5,0,0,0,1,1,1,1,0,7,1,0,0.333,4
홍유택,1983-07-16T00:00:00Z,2007,2007,1,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7
이강서,1984-01-10T00:00:00Z,2007,2007,1,15,16,2,0,0,0,0,0,1,0,3,0,3,0,0,0,1
이승주,1984-04-13T00:00:00Z,2007,2011,2,12,18,1,2,0,0,0,0,0,0,2,0,7,0,0,0.111,4
서정,1984-04-16T00:00:00Z,2007,2007,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
이창석,1984-12-15T00:00:00Z,2007,2007,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
김동영,1985-04-02T00:00:00Z,2007,2010,3,23,27,1,5,0,0,0,2,1,1,3,0,9,1,0,0.185,4
김정수,1986-03-15T00:00:00Z,2007,2007,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0.333,3
유용목,1986-06-10T00:00:00Z,2007,2009,3,13,8,0,1,0,0,0,0,0,0,0,0,4,0,0,0.125,6
유선정,1986-08-21T00:00:00Z,2007,2011,5,143,248,22,49,7,1,1,25,2,1,35,3,54,5,6,0.198,8
김하람,1986-09-11T00:00:00Z,2007,2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9
이두환,1988-03-16T00:00:00Z,2007,2010,2,14,26,2,8,1,0,1,6,1,0,2,1,8,0,0,0.308,3
조영민,1981-03-11T00:00:00Z,2008,2008,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3
서성종,1983-06-17T00:00:00Z,2008,2010,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,6
김준호,1984-03-03T00:00:00Z,2008,2011,3,59,96,10,23,2,2,1,10,0,0,2,0,26,2,1,0.24,3
노환수,1984-06-30T00:00:00Z,2008,2008,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6
권영진,1984-11-18T00:00:00Z,2008,2012,3,35,41,1,7,0,0,1,3,0,0,1,0,5,1,1,0.171,11
김수형,1985-03-27T00:00:00Z,2008,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3
박진영,1985-03-27T00:00:00Z,2008,2008,1,10,26,3,8,0,0,0,0,0,0,1,0,2,2,1,0.308,3
최현종,1985-07-08T00:00:00Z,2008,2008,1,18,32,2,4,1,0,0,1,0,1,4,0,9,0,0,0.125,7
임도현,1985-09-06T00:00:00Z,2008,2013,3,31,17,5,3,1,0,0,0,1,1,2,0,8,0,1,0.176,9
이성재,1985-11-20T00:00:00Z,2008,2008,1,7,10,0,2,1,0,0,0,0,0,1,0,3,2,1,0.2,11
김주현,1986-01-22T00:00:00Z,2008,2009,2,16,28,7,8,1,1,0,2,0,1,0,2,4,1,0,0.286,1
김회권,1986-04-10T00:00:00Z,2008,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4
최연오,1984-03-14T00:00:00Z,2009,2009,1,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
하지호,1984-12-16T00:00:00Z,2009,2010,2,11,9,1,1,0,0,0,0,0,0,0,0,3,0,0,0.111,12
윤진호,1986-06-23T00:00:00Z,2009,2012,4,117,112,16,17,5,0,0,4,3,2,8,0,33,6,11,0.152,6
김정남,1986-11-22T00:00:00Z,2009,2011,2,16,21,4,6,1,0,1,2,0,0,3,1,4,1,2,0.286,11
조태수,1983-05-29T00:00:00Z,2010,2010,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5
이성호,1985-03-09T00:00:00Z,2010,2010,1,5,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3
장태성,1986-12-15T00:00:00Z,2010,2010,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,12
김동길,1987-03-01T00:00:00Z,2010,2011,2,14,6,2,2,1,1,0,1,0,0,1,0,3,0,1,0.333,3
변용선,1987-05-17T00:00:00Z,2010,2012,2,10,8,1,1,0,0,0,1,0,0,0,0,3,0,0,0.125,5
임한용,1987-07-15T00:00:00Z,2010,2011,2,12,22,3,3,0,0,0,0,1,0,1,0,6,0,0,0.136,7
윤효섭,1990-10-24T00:00:00Z,2010,2010,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
김재우,1991-10-22T00:00:00Z,2010,2010,1,5,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0.2,10
김용호,1986-03-29T00:00:00Z,2011,2011,1,2,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
안동현,1986-12-24T00:00:00Z,2011,2011,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12
박진원,1987-03-17T00:00:00Z,2011,2011,1,7,11,0,1,0,0,0,0,1,0,0,0,2,0,0,0.091,3
김태훈,1987-09-28T00:00:00Z,2011,2011,1,3,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9
정상교,1991-10-01T00:00:00Z,2011,2012,2,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,10
허일,1992-11-20T00:00:00Z,2011,2011,1,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
권영준,1986-06-04T00:00:00Z,2012,2012,1,11,13,2,3,0,0,0,0,0,0,0,1,6,0,0,0.231,6
이민재,1988-02-05T00:00:00Z,2012,2012,1,7,14,0,1,0,0,0,0,0,0,0,0,4,0,0,0.071,2
한성구,1988-09-14T00:00:00Z,2012,2012,1,17,30,1,11,4,0,0,4,0,0,2,0,7,0,0,0.367,9
김영훈,1989-03-24T00:00:00Z,2012,2012,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3
이우선,1983-04-19T00:00:00Z,2013,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4
임세업,1983-09-01T00:00:00Z,2013,2013,1,5,7,0,2,0,0,0,1,0,1,0,0,1,0,0,0.286,9
임경훈,1989-08-30T00:00:00Z,2013,2013,1,7,3,1,0,0,0,0,0,0,0,3,0,2,0,2,0,8
